,Bathyarchaeota_Clade,Tree,SJ75_69-contigs,1015_Q2.40_375,MBMAG207,MBMAG267,MF-4.2.1.10.12.7,MBMAG143,MBMAG619,UBA11852,MF-4.7.5.8,MBMAG220,palsa_986,A05DMB_2,bog_990,Chersky_322,MBMAG531,0116_SJ02_428,AM-2014_bin-0583,fen_993,Zod_Metabat.546,BinDmb219,Bin13_14.8m,Zod_Metabat.411,AS06rmzACSIP_217,SZUA-568,SpSt-546-fixed,0715_SJ02_89,MF-5.3.1.4,Lab288P4bin25-fixed,Emb289P1bin127-fixed,MWv41,0216_BV02_MP12.107.017.filtered,fen_988,14_8_m_bin19,Lab288P4bin61-fixed,SpSt-998-fixed,Nc150P4bin1-fixed,Th196P4bin19-fixed,Nt197P4bin22-fixed,LaPlata_bin-2628,Co191P4bin18-fixed,0715_SJ02_107_054,QUI85_23-contigs-fixed,0116_SJ02_107_027,SpSt-266-fixed,MBMAG405,A05DMB_5,SJ75_4-contigs,1015_Q2.107_481,L.E.AR.18,QZM_B1_bin_37_1,1015_Q2.107_497,L.E.AR.33,1015_Q2.40_586,1015_BV01_concoct_2,BA_16,BA_27,BA_14,BA_11,BA_12,BA_10,BA_4,BA_9,BA_18,BA_1,0116_SJ02_599,Archaea.bin_1,13_1_20CM_2_53_14,BA_7,13_1_40CM_2_52_14,BA_26,13_1_40CM_3_52_10,MBMAG504,0116_SJ02_112,3300010339_29,QUI85_58_2-contigs,MBMAG202,0116_SJ02_40_108,0116_SJ02_40_099,3300025469_14,3300025472_24,1015_Q2_604,0116_SJ02_102,3300017925_10,1015_Q2_151,0116_SJ02_519,1015_Q2.107_002,0216_BV02_MP05.40.187.filtered,fen_987,MAQ_0.bin.072,3300010341_32,1015_Q2.40_006,MAQ.bin.044sta_assembly,QUI85_69-contigs
13_1_20CM_2_53_14,BC36,#FFD043,45.64718615,48.41407767,47.1062069,47.22903646,47.87460815,46.32719033,46.93133803,47.23298319,47.54934211,47.27718894,47.69319899,47.50771208,46.83660907,46.36524927,46.58090909,46.74965636,46.46657382,46.05510753,47.00088235,46.98203343,47.54899497,47.68933934,46.59532578,46.6384858,46.27227011,47.47349398,46.83292181,47.64858871,46.5565,46.66228501,47.95016722,45.48766026,45.88290043,46.35699088,46.09715347,46.66296296,46.44189655,46.47646154,45.66418269,46.03055556,45.74471154,47.94631829,47.54243902,48.24919355,47.39726651,48.7384507,48.49270463,48.64107143,48.075,47.55953079,47.52404762,47.60764873,47.55,47.18575,92.08210604,66.97808321,97.19943457,75.15434381,90.10281543,67.90275591,67.10776173,66.74876847,66.87872079,74.66053512,75.24624809,73.62989056,,73.98002545,66.25601589,64.93076536,66.51459497,51.82169811,50.68029491,49.86757322,49.42952218,50.61076923,51.29401198,51.0450495,50.80428241,49.99682779,51.34640625,51.10022831,50.79640468,51.12907692,50.78035714,50.73436214,50.70565217,50.80197216,50.30983193,52.04463722,50.01654804,50.46436652,48.73997361
BA_7,BC36,#FFD043,48.08858447,48.40184426,47.97764977,47.99574176,48.79923547,47.68691176,47.27530562,47.94655172,48.01802885,47.08031674,48.69268617,48.54199438,47.97142857,48.28012048,47.82328125,47.59966667,48.33389831,47.90733696,47.54815951,48.18255814,47.52150259,47.89129747,47.50271903,48.04488818,47.50617816,47.88110465,47.38806584,47.66721311,47.21566667,47.84193989,48.13152866,47.36165541,46.1776,47.41226115,47.58544974,47.04893993,47.24584838,47.20862069,46.54692308,46.80851449,46.47017167,48.93104738,48.60972222,48.63425656,48.54087404,48.92457865,49.1842,49.14822222,47.97619048,47.87934783,48.8713964,47.91636086,48.37379808,47.14827586,74.28191489,67.52028875,74.57962529,87.24412581,73.88754491,68.89328449,67.33265172,67.82176409,68.29206853,95.59294606,72.35793304,71.23778571,73.98002545,,67.17936508,65.52046539,67.23501381,51.31578947,50.52722772,49.75708661,50.75639731,50.45098468,50.67492997,49.64420063,50.42138009,51.07694611,50.98270349,50.07944444,50.74642857,50.83025937,50.67584098,50.267603,49.89821918,51.32154964,50.0025641,51.03236196,50.409699,50.72638249,50.07777778
13_1_40CM_2_52_14,BC36,#FFD043,47.25114943,47.95158103,47.00793651,47.40102506,47.56977612,47.19456233,46.92895833,47.46746324,46.81529851,46.61318681,47.63445652,47.34292035,47.02303263,47.34146341,46.77878412,47.11792169,47.14895592,46.94310748,46.59974937,46.93784461,47.21681614,47.25335917,46.27930622,46.65945946,46.54862843,47.06164557,46.46637931,46.81254296,46.28826816,47.05153509,47.61826087,46.36197605,46.52269625,46.28436658,46.69490239,45.94640719,46.4819403,46.19559585,46.02795455,46.1553681,45.77592593,47.80030426,47.29140625,48.22271635,47.0168357,47.51375598,47.82568493,47.69339623,46.75691748,46.7159601,46.98237548,46.64657702,47.31784038,46.99446903,66.8838685,83.90761851,66.50444331,67.02668891,66.36333333,85.48020995,86.44352941,84.28614786,86.29565217,66.91191207,65.4673712,64.76002571,66.25601589,67.17936508,,65.73339071,84.08667712,51.42721354,50.11587302,49.97067138,50.43057851,50.51895604,50.72411168,50.03167614,50.89863139,51.20597015,50.78582677,50.47992126,50.52177531,50.7145122,50.55748031,50.44526814,50.2729064,50.09203036,50.16931487,51.12374372,50.48575851,50.07066421,50.03657407
BA_26,BC36,#FFD043,46.82775735,47.4655914,46.56832359,46.83208955,47.78294872,46.35790155,46.40655577,47.70776515,47.40203704,46.6469697,46.94786585,47.75115546,46.59421642,46.97517815,46.30485075,46.95403226,46.52460674,46.76121593,46.68801956,46.69875,46.85869565,46.95351759,45.94581448,46.50363409,45.93025701,46.18460648,46.63034056,46.41672297,46.24013333,46.45559006,46.3390625,46.00300546,46.55297806,46.03203518,46.21252546,45.94298507,46.16828571,45.76930693,46.01303419,45.68173913,45.38636364,47.74320487,46.91509091,47.8933114,46.90202703,47.6628178,47.25728477,47.33910035,47.25769231,46.40023041,46.86100324,46.68950893,46.40659341,45.63681319,64.55809038,66.05601966,65.40783836,65.03647107,64.87621704,64.80352113,66.76000996,66.30627687,66.00403789,64.51426928,63.36520651,62.22994083,64.93076536,65.52046539,65.73339071,,65.29881687,51.61863753,49.3194707,49.47036011,50.33632708,50.43129195,50.28627451,49.64635294,50.25557432,50.51791045,50.67068182,50.65686275,50.38163558,50.10033557,50.22880562,50.04801136,49.41970954,50.08617594,50.00200276,50.8053066,50.40904255,50.11675978,49.46148069
13_1_40CM_3_52_10,BC36,#FFD043,47.22914894,48.30441176,47.0110984,47.40582902,47.86764706,47.0117737,46.83122066,47.514375,47.79350649,47.01666667,47.58895782,47.30074627,47.38205418,47.10014164,46.63764881,47.37275862,47.32668464,46.85749354,46.77857143,47.09145658,46.93026316,47.32629179,46.30110497,46.83985075,46.37709497,47.5851735,46.29066901,46.88861004,46.30461783,46.92066015,47.76459732,46.26733333,46.65576132,46.45121951,46.87883663,46.10933099,46.26579861,46.20735736,45.69550265,45.75188356,46.06824324,48.08840749,47.75885167,48.40831135,47.16107056,47.7622973,47.97121771,48.27815126,47.2828841,46.97442529,47.04354839,47.00405028,46.52123656,47.03846154,67.68009434,84.23492366,66.53790323,67.35112245,67.20305707,81.74211776,83.59379085,84.26773602,83.54002334,67.10292326,66.28821604,64.44345146,66.51459497,67.23501381,84.08667712,65.29881687,,51.33540373,50.51428571,50.52983193,49.91807229,50.29438559,50.41402778,50.59124204,51.20253165,51.78641618,50.74620061,50.76165919,50.13392,50.1433908,50.12855114,50.41678571,50.04943978,50.59479638,50.2385906,51.46883853,50.51574394,49.71945607,49.82443609
MBMAG504,BC38,#7FC96B,47.70302326,48.90572139,47.71126943,47.96909621,47.72863372,47.06253968,47.60350242,47.44240506,47.85298165,47.92175732,46.77560096,47.78514986,48.08364929,47.57536443,47.33313609,47.25115894,47.44533898,47.22254642,46.81814024,47.31476608,47.25724638,47.20537975,47.65703812,47.16909385,46.64619883,47.30955679,46.36280488,47.56687243,47.94302326,47.58118687,47.32329932,46.67619808,47.68004386,47.43850932,46.74700748,46.80194553,46.93164794,46.56504702,47.00502513,47.0759058,46.67660099,48.11534653,51.00114943,48.8492228,48.79041394,48.66440476,48.23730159,49.33088235,47.8384058,47.7789916,47.80020408,47.33097686,46.93848315,47.63020833,52.965625,52.22163636,51.98223881,51.3107868,51.80122699,51.25707965,51.35745033,51.05663957,51.88867314,51.37216495,51.66921965,51.37320144,51.82169811,51.31578947,51.42721354,51.61863753,51.33540373,,80.59915254,79.27436709,72.5796627,71.76167742,70.57619048,69.76737523,70.33353752,69.61855856,70.05286561,69.30201823,84.2542623,63.97752294,63.66053763,62.52096774,64.70018622,65.88346213,67.00473054,64.57116228,62.77708804,62.95602094,57.45431034
0116_SJ02_112,BC38,#7FC96B,47.64530075,48.10194553,47.63057325,47.57573529,47.49852151,46.70483425,47.20141414,47.84416667,47.02877551,47.40605469,47.16382289,47.7559633,47.38578337,47.16585052,46.95597403,47.93650794,46.74837905,46.98392019,46.5504,47.03721519,47.25272727,46.62348703,46.23573232,46.83923513,46.23324538,47.01621622,45.75212766,46.22818182,46.11937322,46.3994382,47.39767123,45.69685714,46.57310606,45.79863014,46.07989011,46.47307692,45.93317757,46.15772358,45.56613636,46.17603834,45.82307692,48.51935123,49.57311828,48.69813896,47.7161157,48.43329049,47.44154135,48.93671587,47.51719577,46.82933884,48.07721774,46.48227513,48.74150943,48.39727626,51.14158076,50.95215517,50.8037123,50.57873563,50.66554217,50.57309368,50.9414604,50.64258893,50.81918317,50.27932584,51.34295455,50.31109661,50.68029491,50.52722772,50.11587302,49.3194707,50.51428571,80.59915254,,78.51282328,74.41267606,69.42758621,70.55452539,71.3371362,67.89875776,66.88325,68.1381071,68.61395604,82.93835327,62.02063306,62.20241692,63.18808194,62.46064189,65.39204131,64.49654683,63.59502664,61.94644068,61.12613379,55.13737785
3300010339_29,BC38,#7FC96B,47.64289474,47.58018293,47.88172205,48.01934426,48.3766,46.68188976,47.09637883,46.90260116,47.71939891,47.91481481,47.15147929,47.22621359,47.84157303,47.61446886,47.7709622,47.43880952,47.36285714,47.23521595,47.20677656,46.81423611,48.31762821,47.89520833,47.36354167,46.94846154,47.13547794,47.13460145,46.91359649,47.41552632,47.37532189,47.26633987,47.31561086,46.88988095,46.80618557,46.58422053,46.74047619,47.2399061,47.7412844,46.80018868,47.33265306,47.33807339,46.6025974,47.93234375,54.8484472,48.40671141,47.51553254,48.05288136,47.60732984,47.7859375,47.35593525,46.95971223,47.81323529,47.15144404,47.47517007,47.02668919,51.66834171,50.51311111,50.58425606,49.86152738,50.80688406,51.11917178,50.59051383,49.68046875,50.69198473,50.51040892,50.5132,49.47740586,49.86757322,49.75708661,49.97067138,49.47036011,50.52983193,79.27436709,78.51282328,,69.72295775,68.45965309,70.03024283,69.34594595,68.4706446,66.82044088,70.01752451,69.15808824,77.90428254,63.72216495,62.7765528,61.98333333,62.74779614,63.18286252,62.78741007,64.24396985,64.00783972,61.64917733,54.78375
QUI85_58_2,BC38,#7FC96B,47.27092391,47.61639344,46.95188953,46.68908795,46.46004367,46.5734767,46.51535211,48.01119403,45.84781421,46.84524887,46.91563422,47.93070988,46.88007812,47.32758007,46.83926056,46.92910156,47.31828859,47.42260726,47.31341912,47.44761905,46.39265537,47.26648936,46.98676976,47.20280899,46.90872727,46.4128483,46.27928177,46.142827,46.83550725,46.56753846,47.28011364,45.8409434,46.1606599,47.18032491,47.30963855,46.36946565,46.72116935,46.77913793,46.32993631,46.05057692,45.8740566,47.55436747,53.28012048,48.72811594,48.21030534,48.40793201,47.80807175,48.27442396,47.35818182,47.73838384,47.70825472,47.51502976,47.52018072,46.8680203,50.31929825,50.59723247,49.99224684,50.32371134,49.85370968,49.91676737,50.63,50.26536458,50.27142857,49.89931973,51.27531056,50.2548913,49.42952218,50.75639731,50.43057851,50.33632708,49.91807229,72.5796627,74.41267606,69.72295775,,73.47620482,76.4368984,74.29630314,68.72658662,66.67383073,68.24371069,69.9070442,74.74171598,63.45410305,61.49701327,62.41331719,63.28051181,64.50704698,66.78869908,63.46986607,63.30057604,63.92246892,56.27873684
MBMAG202,BC38,#7FC96B,47.71559322,47.9609589,48.32951583,48.21438776,48.16727053,47.31830664,47.80114236,48.33185053,47.53198529,47.93056537,47.55365169,48.47141454,47.90008489,47.73591398,48.01004515,47.76259169,47.45993789,47.98496732,47.54164619,47.62164502,46.74222615,47.35536993,47.46579521,47.70745721,47.44684685,47.47509804,47.63802589,46.91559633,46.73752969,47.1023855,47.79949367,46.95579897,47.16479751,46.90481651,47.47207031,46.41368715,47.22162921,46.92493947,46.28855422,46.99868421,46.10274914,48.90448065,52.04605634,49.12188139,48.69940577,48.66986564,48.23878205,48.88849558,48.00846304,48.22367206,48.31116352,47.63825243,48.01469466,47.80885246,50.73005952,50.18316832,50.67911523,50.76051282,50.78808017,49.7911,50.82588889,50.45636042,50.87306867,50.60988506,50.97311828,50.74655172,50.61076923,50.45098468,50.51895604,50.43129195,50.29438559,71.76167742,69.42758621,68.45965309,73.47620482,,75.41127232,74.49334554,65.81875682,66.40281147,66.53937346,66.81162478,71.31179414,60.96721636,60.69784615,61.05439932,62.58553665,64.06915545,64.82252894,62.26384977,61.34189895,61.32374847,55.95891583
0116_SJ02_40_108,BC38,#7FC96B,47.87244898,49.05387597,48.09186296,48.63985149,48.15542005,47.75084507,48.22255717,48.91300813,48.30643939,49.01369295,48.38668224,48.75703883,48.17474227,48.32444444,48.5964,48.61693122,48.01298701,48.11811414,47.63859155,48.30143603,47.55527523,47.59230769,47.59398396,47.56502732,48.01902174,47.6982679,47.57596491,47.68528302,47.42904192,47.67400468,48.54256757,46.62614943,47.37,47.37068966,47.75225118,47.17275641,47.0474359,47.46942857,47.4677665,47.29838188,47.27159091,48.70516432,53.5154519,49.44129353,49.12376344,49.2421519,48.50246212,50.68446215,48.57265625,48.34820442,49.30673469,48.28324324,49.79825,48.75253165,51.93164794,51.05031546,51.57539063,50.35010684,51.13477089,51.35783582,50.64780822,50.69188312,51.04143258,51.15671642,51.14948586,50.86606607,51.29401198,50.67492997,50.72411168,50.28627451,50.41402778,70.57619048,70.55452539,70.03024283,76.4368984,75.41127232,,74.93496644,67.05868056,66.59189687,67.20969945,68.11109057,70.47662338,61.80693005,61.49584665,62.83783186,62.46433121,63.94725652,65.29704684,63.79551657,61.91663405,60.64843546,55.61176471
0116_SJ02_40_099,BC38,#7FC96B,48.6975,47.13318386,46.81692112,47.49649123,48.79695652,46.05721831,46.75051151,47.72720588,47.98425926,47.52686567,47.68848238,47.80272206,46.90131265,47.58349206,46.85647841,47.79675325,47.08435673,46.949,47.39587302,47.42475884,47.18862275,47.17725753,47.11180982,46.75618729,46.62745098,46.85055249,46.88035714,46.73066667,46.81314879,46.19589947,47.47806452,46.80460993,46.67258065,46.89931507,46.83337989,46.2125,46.27481061,46.71911263,46.64787879,46.46756198,46.55787037,47.69484127,52.67100694,48.16315029,47.33469136,48.39169184,46.94393939,49.78828452,47.5340694,47.41910828,47.55242718,47.26118012,47.17891566,48.09253731,51.65543933,50.33159722,51.04755747,50.32223529,51.42393162,50.45652174,50.49316109,50.28902148,50.40290698,50.21442857,51.59675141,50.94558824,51.0450495,49.64420063,50.03167614,49.64635294,50.59124204,69.76737523,71.3371362,69.34594595,74.29630314,74.49334554,74.93496644,,66.28595342,65.17081673,67.63007246,67.90449898,70.24913636,61.17381275,60.96061151,62.48634497,62.47074122,64.05816176,63.85818916,63.51110075,61.41384615,60.20264151,55.73098592
3300025469_14,BC38,#7FC96B,48.8333887,48.40212418,47.80744308,48.07782027,48.71257928,48.02191943,47.74078727,47.75111465,47.87176871,47.9384858,48.5004562,48.20291829,47.8902439,48.50164474,47.85997984,47.73831776,47.77310838,47.61397206,47.88201357,47.89436326,47.66757813,47.72750557,47.77846639,47.57561247,47.4212766,47.04639469,47.71422018,47.75015152,47.57611386,47.32393321,47.99555035,46.83852459,46.82588235,47.50336427,47.40521978,47.15482574,47.70813008,47.69734411,46.53196721,47.74642857,46.33386581,49.04497258,52.73716814,48.54335378,48.50968586,48.57836134,48.49121212,49.75177419,48.00362637,47.74943694,48.35016026,47.44935205,47.62509506,48.3600365,51.78507692,51.25291878,51.29087983,51.02603978,51.61039823,50.99192015,51.21152125,51.06012658,51.77919463,51.14395492,52.09134831,50.90307487,50.80428241,50.42138009,50.89863139,50.25557432,51.20253165,70.33353752,67.89875776,68.4706446,68.72658662,65.81875682,67.05868056,66.28595342,,85.65937099,81.48874309,67.249375,70.1334065,64.54390411,65.00072581,65.09628319,66.35846154,67.33536446,67.47320372,65.90074627,64.29416517,63.13873563,56.47455357
3300025472_24,BC38,#7FC96B,48.58629032,48.11411483,48.21011236,48.36483791,47.84775449,48.14266862,47.91674107,48.9258547,47.84093137,47.14956522,48.52118451,48.29348894,48.37666667,48.48922872,48.42739726,48.409699,48.14201571,48.2280303,48.09761194,48.16702413,47.51809045,48.34633028,47.60174263,47.63862974,47.3312,47.12389034,47.87868217,47.57479675,47.57774295,47.88514151,48.17591973,47.65216718,47.34419087,47.38284884,47.68266033,47.39810345,47.48953488,47.36666667,47.38705584,47.44270833,46.78259804,49.8764268,51.68675214,49.23876263,48.90321199,49.16529255,48.72219917,48.86945607,48.34665738,48.07794944,49.32543103,47.98497191,48.95686275,48.56843318,52.23278388,51.31233974,51.23989362,51.34388412,50.55068306,51.19954545,51.79706745,51.82002315,52.28294118,51.46385224,51.19011628,50.53783784,49.99682779,51.07694611,51.20597015,50.51791045,51.78641618,69.61855856,66.88325,66.82044088,66.67383073,66.40281147,66.59189687,65.17081673,85.65937099,,81.97121739,66.7620433,69.10567661,63.61106719,64.47919463,64.0372679,65.0699262,66.17942097,66.43667029,65.6257764,63.23558673,63.30247209,55.80427273
1015_Q2_604,BC38,#7FC96B,48.1245935,46.99372694,46.86116173,47.33271144,48.35927536,47.19171598,46.99747899,47.97638298,48.43650442,47.30042735,47.72283372,47.74345088,47.54251559,47.56263587,47.72288828,47.06230964,47.61897507,47.09936548,47.30779412,47.18141711,47.37198068,47.15846395,46.56891892,46.65146199,46.56592798,46.925,46.61985294,46.79539749,46.59245902,46.63110329,47.45040761,46.70903427,46.67949219,46.40490506,46.72966507,46.57277778,46.10563636,46.33726994,45.64605911,46.45981481,45.50404412,49.04172932,49.55788644,48.15648855,48.01340426,48.14463351,47.78230453,48.18738019,47.825,47.51088154,47.59288256,47.56957143,48.14205426,47.94771863,51.42848837,51.18952096,51.52997347,50.87076566,50.95138889,50.190375,50.60868347,50.84344978,51.21483516,50.65286104,50.74885845,50.6279321,51.34640625,50.98270349,50.78582677,50.67068182,50.74620061,70.05286561,68.1381071,70.01752451,68.24371069,66.53937346,67.20969945,67.63007246,81.48874309,81.97121739,,67.12558761,68.94521127,62.98405594,62.16143617,62.58139313,64.59156293,66.6878437,66.27683585,64.88039832,60.97077535,61.11447178,55.64507909
0116_SJ02_102,BC38,#7FC96B,47.82426036,48.26324503,47.40991667,47.98534972,47.66271368,47.81160521,47.46311337,47.22942122,47.96801948,48.44532258,47.51765217,47.69591837,47.33333333,47.51735537,47.71208791,47.74978448,47.58892216,47.4424015,47.34403974,47.89382845,47.52470588,47.22577778,46.87723658,47.11782511,46.98716356,47.25460993,46.65292479,47.12779412,46.72343387,46.81254448,47.74831933,46.48340909,46.95203762,46.60668151,46.8618231,46.97096774,46.77920918,46.79858079,46.13307692,46.64261658,46.68471338,48.66185383,54.47688312,48.59449715,48.11808511,48.52990099,48.29697885,49.40032154,47.73128898,47.58061441,48.44504792,47.3015528,48.39724138,48.14379195,52.25495356,50.82920792,51.36079665,50.73393471,51.47393617,51.03687873,50.70601336,50.79597198,51.11181015,50.60583501,51.50833333,50.57555556,51.10022831,50.07944444,50.47992126,50.65686275,50.76165919,69.30201823,68.61395604,69.15808824,69.9070442,66.81162478,68.11109057,67.90449898,67.249375,66.7620433,67.12558761,,68.19877814,62.5056829,61.72082811,64.02727273,63.31749298,65.86802139,64.29368932,64.79338129,63.1096181,62.72254902,54.98169399
3300017925_10,BC38,#7FC96B,48.59723837,48.57594086,48.5193323,48.49543147,48.36118547,48.3533195,48.27575758,48.23061224,48.18148148,48.17102273,48.02527132,48.02020934,47.97118294,47.90789946,47.83071298,47.76103774,47.68387387,47.61825127,47.59655512,47.51846847,47.48720539,47.47880859,47.37300885,47.31062992,47.28045872,47.24266263,47.23944724,47.02859008,47.02226891,47.01934713,46.97580645,46.89872611,46.89465116,46.89249493,46.87703533,46.82197674,46.70089485,46.70019417,46.69690722,46.64732558,46.18588391,48.92086743,55.56355236,49.02623509,48.95616147,48.90440141,48.50138539,48.45465909,47.97648115,47.91842105,47.72444717,47.57920354,47.55,47.45379747,51.73853904,51.41223629,51.30744863,51.19500713,51.19307282,51.17429907,51.13475499,51.06540698,51.03981818,51.00085911,50.9478013,50.86292017,50.79640468,50.74642857,50.52177531,50.38163558,50.13392,84.2542623,82.93835327,77.90428254,74.74171598,71.31179414,70.47662338,70.24913636,70.1334065,69.10567661,68.94521127,68.19877814,,62.27611524,62.15452099,62.0433177,63.24764475,66.44392265,65.77740113,63.50419463,62.06682692,61.94471799,55.99412791
1015_Q2_151,BC39,#43AA8B,48.20082988,47.64807018,47.40052966,47.80035971,47.41421446,47.49267241,47.27192067,47.6956,47.22041985,47.97109375,47.73522222,47.61920455,47.91337325,47.18394256,47.81901042,46.86339286,47.32742347,46.89890777,47.22584416,47.42723785,46.87327189,47.16010929,47.16322816,46.87335244,46.66628499,46.52702703,46.45113269,47.32846715,46.78673469,46.88022989,47.11588785,45.95543175,46.68527397,47.00168067,46.50855856,46.66873016,46.55496894,46.76042781,45.66598174,46.58296875,45.03101266,48.86076087,49.16890411,47.69656398,46.97903885,47.69144254,48.47718631,48.65841121,47.11653747,47.01286472,46.61694079,46.91368421,48.08833922,46.98478916,52.25,50.79890282,51.19460526,50.83421634,51.29565217,50.35682927,50.82116883,50.01924779,50.75833333,50.61087533,50.05023585,50.50503145,51.12907692,50.83025937,50.7145122,50.10033557,50.1433908,63.97752294,62.02063306,63.72216495,63.45410305,60.96721636,61.80693005,61.17381275,64.54390411,63.61106719,62.98405594,62.5056829,62.27611524,,65.73934081,69.83683386,67.82,65.30060322,63.53081828,66.45364121,62.76117241,62.87222851,54.02141623
0116_SJ02_519,BC39,#43AA8B,47.97713004,47.73864734,46.78986014,47.68131868,47.71928783,47.10743034,46.42452381,47.44481982,46.92241379,46.88776371,47.3680798,47.24961832,47.03025751,47.45891365,47.33917683,47.51294643,47.10069061,47.01212121,46.67605422,47.33525281,46.83118557,46.38525074,46.73050139,47.13772189,46.94807122,46.9606357,47.28593156,46.69545455,46.62961783,46.32068127,47.18157895,46.26188925,47.37165992,46.43256173,46.22857143,46.02944251,46.05736301,46.22734139,45.92333333,45.9019573,46.0299569,47.8528536,49.6141844,48.07862903,47.24931973,48.00277008,48.31053571,48.82093496,47.22208333,46.98033033,47.5073913,46.85413105,48.13432432,47.7162037,51.7125523,51.11719745,50.98926471,50.54115566,51.42344214,50.77367089,50.89889503,50.69369048,51.26568047,50.59323944,51.4069863,51.01694079,50.78035714,50.67584098,50.55748031,50.22880562,50.12855114,63.66053763,62.20241692,62.7765528,61.49701327,60.69784615,61.49584665,60.96061151,65.00072581,64.47919463,62.16143617,61.72082811,62.15452099,65.73934081,,65.79516129,65.1357362,63.8149696,63.11701299,64.78859127,62.27410526,61.26492637,53.25547667
1015_Q2.107_002,BC39,#43AA8B,48.34920213,47.3785,47.3532967,47.6009375,47.75267296,47.09550562,47.22302452,47.77422907,48.6962766,47.60935961,48.40138037,48.10014577,47.60340314,47.64838188,47.24189189,48.90120482,47.13295082,47.65615142,47.51091549,47.79185668,47.63464052,47.84646643,47.17990506,47.05509868,47.37418831,47.6175,47.24634703,47.738,47.81406844,47.62217391,48.01460674,47.01899225,48.0095122,46.93732639,47.10777126,47.17008032,47.3875,47.49496528,45.81058824,46.8003876,46.49162011,48.67049419,51.22300469,48.11737805,47.13897849,47.89908537,48.08148148,49.09906542,48.06592466,47.22684211,48.58061224,47.58959732,46.12573099,48.82734807,50.76256039,51.11399177,50.97607914,50.19498525,50.55692884,50.12741935,50.38886861,50.7995549,50.54095941,49.87574751,51.25620438,50.50086957,50.73436214,50.267603,50.44526814,50.04801136,50.41678571,62.52096774,63.18808194,61.98333333,62.41331719,61.05439932,62.83783186,62.48634497,65.09628319,64.0372679,62.58139313,64.02727273,62.0433177,69.83683386,65.79516129,,68.86659919,64.04389587,62.53052326,64.82688889,64.1676399,63.34495192,55.93005051
0216_BV02_MP05.40.187,BC39,#43AA8B,46.91245283,47.31125541,46.88982869,47.45619048,47.18333333,47.16292614,47.10248963,47.28551587,47.37817797,46.6176,47.66298077,47.18898104,47.24795082,46.85884718,47.37226667,46.96317204,46.51491003,46.69014778,45.94845938,46.79312169,47.00146341,46.80241692,46.29413265,46.16526611,46.24684932,46.44846336,47.40484429,46.02318548,46.11640379,46.74459135,47.58679487,45.78381924,46.06966292,45.94912023,46.18624709,45.92909408,45.77491694,46.2622449,45.29260204,45.68542373,45.01130952,47.94716553,50.81253644,48.42772152,47.0520284,48.08688946,47.6556391,49.74638989,47.02770449,46.8646978,47.94185606,47.38983957,47.50371901,48.09222222,51.77637363,50.97406877,51.23195876,50.27749469,50.66018277,50.5829602,50.55552561,50.4589172,50.42949735,49.93650386,50.63530702,50.41544118,50.70565217,49.89821918,50.2729064,49.41970954,50.04943978,64.70018622,62.46064189,62.74779614,63.28051181,62.58553665,62.46433121,62.47074122,66.35846154,65.0699262,64.59156293,63.31749298,63.24764475,67.82,65.1357362,68.86659919,,65.13889619,67.02144847,65.53198459,63.28122605,62.78157895,56.0642132
fen_987,BC40,#277DA1,47.82411972,48.55322034,48.03788168,48.15577299,47.74334239,46.98275058,47.65126354,48.07161716,47.78854167,48.35682493,48.1859879,48.284375,47.62088015,47.75922131,47.8923913,47.94103194,47.73867521,46.87051282,47.47962963,47.87840671,47.84818182,47.14718615,47.44527311,47.37567568,47.32059448,47.21808511,47.40885417,47.02412791,46.90995316,47.22563601,47.9576555,46.3780303,46.58523677,47.00046083,46.96139489,47.3255814,46.94642857,46.81508621,46.94314815,46.86858974,46.38737024,48.27972167,51.52643678,48.34574257,47.96547619,48.39312377,47.20213415,49.29228188,47.74314928,47.61640969,47.76148649,47.39759414,48.28360996,48.19239482,51.44728097,51.02757794,50.91730769,50.70787992,51.08086283,50.14213974,50.47302483,50.39790076,50.01955128,50.53964706,50.89334764,50.76683292,50.80197216,51.32154964,50.09203036,50.08617594,50.59479638,65.88346213,65.39204131,63.18286252,64.50704698,64.06915545,63.94725652,64.05816176,67.33536446,66.17942097,66.6878437,65.86802139,66.44392265,65.30060322,63.8149696,64.04389587,65.13889619,,73.07785326,65.3523511,63.19198276,64.10333745,54.45767148
